date,event_count,severity,sentiment_score,impact_score,event_weight,event_type,affected_product,direction,title
9/18/2021,0,0,0,0,0,0,0,0,0
9/19/2021,0,0,0,0,0,0,0,0,0
9/20/2021,36,5,0.118222086,0.274185359,0.0599,general,General,NEUTRAL,September's Weakness Provides Good Entry Point: Top 6 Picks
9/21/2021,27,5,0.360561224,0.253310472,0.0592,general,General,HIGH,Is Apple Inc. (AAPL) A Good Stock To Buy?
9/22/2021,32,6,0.048765432,0.2362964,0.0616,ceo_statement,General,HIGH,Facebook Chief Technology Officer Schroepfer to Step Down
9/23/2021,40,8,0,0.331068128,0.063,general,General,NEUTRAL,Dow Jones Futures Rise Amid Mixed Evergrande News After Fed Meeting Fuels Stock Market Rally
9/24/2021,10,8,0.212669801,0.294041187,0.0614,product_launch,iPhone,LOW,"Apple iPhone 13 and iPhone 13 Pro review: fantastic cameras, great battery life"
9/25/2021,0,0,0,0,0,0,0,0,0
9/26/2021,0,0,0,0,0,0,0,0,0
9/27/2021,20,5,0.079338843,0.292752594,0.0617,general,Services,LOW,Peloton Just Made a Killer Deal With UnitedHealth
9/28/2021,25,2,0.011111111,0.35300681,0.0646,general,General,HIGH,Apple spent $450M to buy 5 older buildings near its old Infinite Loop headquarters
9/29/2021,21,0.5,0.295454545,0.485075235,0.0712,general,General,LOW,3 FAANG Stocks I Bought for My Starter Portfolio
9/30/2021,14,5,0.072785205,0.319086552,0.0634,general,General,HIGH,Shares of Netflix Inc. Exceed 52-Week High
10/1/2021,19,6,0.097368421,0.341810524,0.0646,general,General,LOW,Apple's iPhone privacy changes signal desire to enter advertising -RBC
10/2/2021,0,0,0,0,0,0,0,0,0
10/3/2021,0,0,0,0,0,0,0,0,0
10/4/2021,28,6,0.107850186,0.408046186,0.0678,supply_chain,General,HIGH,Apple to Release New Watch on Oct. 15 Following Production Snags
10/5/2021,33,0,0.15,0.430909574,0.0694,general,General,HIGH,How the FAANG stocks recovery proves the resilience of tech
10/6/2021,17,2,0.05911645,0.283747613,0.0624,general,General,HIGH,"The Zacks Analyst Blog Highlights: Apple, Mastercard, Verizon, Target and Gilead Sciences"
10/7/2021,19,8,0.12275641,0.395629883,0.0674,supply_chain,General,NEUTRAL,TSMC Leads Pushback in Taiwan Against Biden’s Chip Data Bid
10/8/2021,20,8,0.117242424,0.309982419,0.0639,general,General,NEUTRAL,Apple plans big office expansion in Los Angeles area as it adds employees
10/9/2021,0,0,0,0,0,0,0,0,0
10/10/2021,0,0,0,0,0,0,0,0,0
10/11/2021,16,2,0.280723906,0.362970918,0.0669,general,General,LOW,Billionaire DE Shaw’s Top 10 Stock Picks
10/12/2021,33,8,0.11888188,0.40918234,0.066,earnings_beat,General,NEUTRAL,Why the Earnings Surprise Streak Could Continue for Apple (AAPL)
10/13/2021,52,8,0.144711538,0.371340573,0.0682,supply_chain,General,HIGH,Apple Finally Falls Victim to Never-Ending Supply Chain Crisis
10/14/2021,31,6,-0.155555556,0.272799373,0.0641,analyst_downgrade,General,HIGH,Apple Part Shortages Lead One Analyst to Chop 2022 Profit Estimates
10/15/2021,28,5,0.225057915,0.25935927,0.0624,general,General,HIGH,11 Best Penny Stocks To Buy According To Hedge Funds
10/16/2021,0,0,0,0,0,0,0,0,0
10/17/2021,0,0,0,0,0,0,0,0,0
10/18/2021,55,8,0.324242424,0.295742899,0.0655,product_launch,Mac,HIGH,Introducing M1 Pro and M1 Max: the most powerful chips Apple has ever built
10/19/2021,41,2,0.074166667,0.338615537,0.0667,general,General,NEUTRAL,Dow Jones Futures Fall As Stock Market Rally Strengthens: First Bitcoin ETF To Debut; Tesla Nears Record High
10/20/2021,16,8,0.238075196,0.284854561,0.0652,product_launch,General,NEUTRAL,Alphabet's (GOOGL) Google Ups Smartphone Game With Pixel Phones
10/21/2021,34,6,0.041954545,0.355671376,0.0674,earnings_miss,General,LOW,"Snap shares drop 25% as revenue falls short, Apple privacy bites ads business"
10/22/2021,48,8,0.059128788,0.492183,0.0755,supply_chain,General,NEUTRAL,Snap Warning Feeds Concerns Over Social Media Ad Splurge
10/23/2021,0,0,0,0,0,0,0,0,0
10/24/2021,0,0,0,0,0,0,0,0,0
10/25/2021,37,4,-0.093650794,0.39127332,0.0702,general,General,NEUTRAL,Top 5 Nancy Pelosi Stocks
10/26/2021,41,8,0.308333333,0.43115297,0.0723,general,General,NEUTRAL,These 10 Stocks Make Up 87% of Warren Buffett's Portfolio
10/27/2021,36,8,0.150942029,0.375890732,0.0714,earnings_beat,General,HIGH,Microsoft Closes on Apple in Race for World’s Most Valuable Listed Firm
10/28/2021,56,8,0,0.343626827,0.07,earnings_beat,General,LOW,Apple Reports Earnings Today. Here’s What to Expect.
10/29/2021,0,0,0,0,0,0,0,0,0
10/30/2021,0,0,0,0,0,0,0,0,0
10/31/2021,0,0,0,0,0,0,0,0,0
11/1/2021,0,0,0,0,0,0,0,0,0
11/2/2021,0,0,0,0,0,0,0,0,0
11/3/2021,0,0,0,0,0,0,0,0,0
11/4/2021,0,0,0,0,0,0,0,0,0
11/5/2021,0,0,0,0,0,0,0,0,0
11/6/2021,0,0,0,0,0,0,0,0,0
11/7/2021,0,0,0,0,0,0,0,0,0
11/8/2021,0,0,0,0,0,0,0,0,0
11/9/2021,0,0,0,0,0,0,0,0,0
11/10/2021,0,0,0,0,0,0,0,0,0
11/11/2021,0,0,0,0,0,0,0,0,0
11/12/2021,0,0,0,0,0,0,0,0,0
11/13/2021,0,0,0,0,0,0,0,0,0
11/14/2021,0,0,0,0,0,0,0,0,0
11/15/2021,0,0,0,0,0,0,0,0,0
11/16/2021,0,0,0,0,0,0,0,0,0
11/17/2021,0,0,0,0,0,0,0,0,0
11/18/2021,19,8,0.088466296,0.35341543,0.0745,product_launch,Vision_Pro,HIGH,Apple aims to get a fully driverless car on the road
11/19/2021,44,8,0.161737374,0.283176273,0.0746,analyst_upgrade,General,NEUTRAL,Why Apple Zoomed to Another All-Time High Today
11/20/2021,0,0,0,0,0,0,0,0,0
11/21/2021,0,0,0,0,0,0,0,0,0
11/22/2021,23,0,0.1875,0.267759889,0.07,general,General,NEUTRAL,"Investing $100,000 Into These 2 Stocks 10 Years Ago Would Have Made You a Millionaire Today"
11/23/2021,25,8,0.017909793,0.260319352,0.0695,regulatory,General,NEUTRAL,EU Lawmakers Pass Strict New Rules Affecting Big U.S. Tech
11/24/2021,20,8,-0.15,0.263298899,0.0736,earnings_miss,General,LOW,"Dow Jones Slides As Yields Rise; Tesla Skids, While Gap, Nordstrom Plunge On Earnings"
11/25/2021,0,0,0,0,0,0,0,0,0
11/26/2021,21,8,0.264262187,0.267479718,0.0745,analyst_upgrade,General,HIGH,5 Trillion Reasons To Be Bullish On Tesla
11/27/2021,0,0,0,0,0,0,0,0,0
11/28/2021,0,0,0,0,0,0,0,0,0
11/29/2021,18,8,0.142255892,0.368662417,0.0763,regulatory,General,HIGH,S&amp;P 500 Rebounds From Friday's Rout as Tech Reigns Supreme
11/30/2021,25,8,0.6,0.296112359,0.0726,general,General,NEUTRAL,"Dow Jones Dives On This Powell Inflation Warning; Moderna Falls On Covid Fear; Apple, Tesla Stock Rally"
12/1/2021,30,6,-0.044444444,0.389996052,0.078,general,General,LOW,"Dow Jones, Nasdaq Reverse Gains And Turn Negative; These Chip Stocks Are Actionable Now; Salesforce.com Drops Over 10%"
12/2/2021,60,8,-0.075,0.509847999,0.0849,general,General,LOW,"Dow Jones Bounces, But Stock Market Sell-Off Worsens; Apple Slides On Weak iPhone Demand"
12/3/2021,32,8,-0.018518519,0.440625817,0.0809,supply_chain,General,HIGH,"Why Lithium Americas, QuantumScape, and Blink Charging Stocks Got Destroyed Today"
12/4/2021,0,0,0,0,0,0,0,0,0
12/5/2021,0,0,0,0,0,0,0,0,0
12/6/2021,34,0,0.3875,0.447608769,0.082,general,General,HIGH,"Jefferies Likes Facebook, Apple, Microsoft as Metaverse Plays"
12/7/2021,49,6,0.05,0.357197523,0.0811,earnings_miss,General,HIGH,Should Investors Be Worried About Amazon After Its Lackluster Q3 Report?
12/8/2021,41,0,0,0.407357633,0.0801,general,General,NEUTRAL,Dow Jones Stalls As Stock Market Pauses; Donald Trump SPAC Roars Again; Apple Stock Pops
12/9/2021,33,5,0.121240602,0.435318857,0.0817,general,General,HIGH,Evgo Soars as 2021 Downloads on PlugShare Platform Top 1 Million
12/10/2021,21,6,-0.081818182,0.240540758,0.0726,legal,General,LOW,#AppleToo leader Cher Scarlett accused Apple of breaking its promise regarding employee rights
12/11/2021,0,0,0,0,0,0,0,0,0
12/12/2021,0,0,0,0,0,0,0,0,0
12/13/2021,56,6,0.170896465,0.276458383,0.0734,regulatory,General,LOW,Polish regulator to investigate Apple's privacy policy
12/14/2021,54,4.5,0.142352092,0.34788689,0.0762,general,General,HIGH,WHO Issues Omicron Warning; Strain Spreads in U.S.: Virus Update
12/15/2021,22,8,-0.073333333,0.300406694,0.0752,regulatory,General,LOW,UPDATE 4-Apple delays return to office indefinitely - Bloomberg News
12/16/2021,32,8,0.016993464,0.268721938,0.0735,regulatory,General,LOW,Meta Cracks Down on Companies That Spied on Users in 100 Countries
12/17/2021,28,8,0.375,0.360698938,0.0773,general,General,LOW,"Tech Stocks Roundup: Apple Brings Back Mask Mandate, Closes Stores Amid Covid-19 Surge"
12/18/2021,0,0,0,0,0,0,0,0,0
12/19/2021,0,0,0,0,0,0,0,0,0
12/20/2021,19,6,0.07201725,0.494670749,0.0873,regulatory,iPhone,HIGH,iPhone chargers could be banned in Northern Ireland but not rest of the UK
12/21/2021,28,5,0.13889678,0.358998865,0.0778,general,General,HIGH,3 Santa Claus Rally Stocks to Buy
12/22/2021,28,2,0,0.359907895,0.078,general,General,NEUTRAL,"Stock buybacks set record in Q3, led by Apple, Meta, Google"
12/23/2021,15,6,0.05,0.279650956,0.0768,legal,General,HIGH,SEC rejects Apple’s argument that it doesn’t try to silence workers after former employee disputed it
12/24/2021,0,0,0,0,0,0,0,0,0
12/25/2021,0,0,0,0,0,0,0,0,0
12/26/2021,0,0,0,0,0,0,0,0,0
12/27/2021,23,2,0.246296296,0.415512145,0.0818,general,General,LOW,Top 5 Active Noise Cancelling Headphones Tested
12/28/2021,49,0,0.333333333,0.407774985,0.0817,general,General,NEUTRAL,The Metaverse Just Got Bigger During the Holidays
12/29/2021,32,6,0.227861406,0.359732568,0.0808,regulatory,General,LOW,"Company News for Dec 29, 2021"
12/30/2021,28,2,0.188455988,0.366176069,0.0794,general,General,NEUTRAL,"The Zacks Analyst Blog Highlights: Robinhood Markets, Tesla, Apple, Microsoft and Walmart"
12/31/2021,0,0,0,0,0,0,0,0,0
1/1/2022,0,0,0,0,0,0,0,0,0
1/2/2022,0,0,0,0,0,0,0,0,0
1/3/2022,36,8,0.128402597,0.261529028,0.0752,analyst_upgrade,General,LOW,Stock Market Today: Apple Leads Sweet Start for Stocks in 2022
1/4/2022,38,8,0.12975656,0.253954321,0.0767,legal,General,LOW,What Investors Learned From the Elizabeth Holmes Trial: ‘Zero’
1/5/2022,25,6,0.103211462,0.265271723,0.0773,legal,General,LOW,Roomba Maker Seeks to Block Rival SharkNinja Vacuums From U.S.
1/6/2022,26,8,0.006666667,0.289685071,0.0752,general,General,NEUTRAL,Why Facebook Is a Must-Own Metaverse Stock in 2022
1/7/2022,34,8,0.36038961,0.317204148,0.0769,general,General,NEUTRAL,"Financials, Big Tech Stocks AMD, Apple, Nvidia Lead New Buys By The Best Mutual Funds"
1/8/2022,0,0,0,0,0,0,0,0,0
1/9/2022,0,0,0,0,0,0,0,0,0
1/10/2022,33,2,0.106666667,0.316185951,0.0772,general,General,HIGH,Fintech Startup Pine Labs To Seek $500 Million in U.S. IPO
1/11/2022,23,5,0.119671958,0.333203763,0.0785,general,General,NEUTRAL,"With Political Volatility, $140 Will Be a Key Point for Alibaba Stock"
1/12/2022,38,6,-0.067328042,0.338952959,0.0807,supply_chain,iPhone,LOW,UPDATE 1-Foxconn India's iPhone plant restarts production after December protests
1/13/2022,41,6,0.10683181,0.304585129,0.0771,general,General,HIGH,"Market check: Nasdaq poised to end three-day streak, tech and health care lag"
1/14/2022,25,8,0.124425287,0.321065664,0.0823,legal,General,LOW,Meta Platforms (FB) Faces Multibillion-Pound Legal Claim in UK
1/15/2022,0,0,0,0,0,0,0,0,0
1/16/2022,0,0,0,0,0,0,0,0,0
1/17/2022,0,0,0,0,0,0,0,0,0
1/18/2022,39,3,0.0796875,0.320123911,0.0787,general,General,LOW,"Here's How Cadence Is Set To Gain Despite Competition From Tesla, Apple"
1/19/2022,32,5,0.09465812,0.333203763,0.0781,analyst_downgrade,General,LOW,"Here's How JP Morgan Views Meta, Amazon, Apple"
1/20/2022,39,7,0.039444444,0.322693497,0.0807,supply_chain,General,LOW,Chip Linchpin Joins Carmakers in Warning of Vicious Supply Cycle
1/21/2022,42,8,0.098376623,0.2631028,0.0824,earnings_beat,General,NEUTRAL,Microsoft (MSFT) to Report Q2 Earnings: What's in the Cards?
1/22/2022,0,0,0,0,0,0,0,0,0
1/23/2022,0,0,0,0,0,0,0,0,0
1/24/2022,50,8,0.03452381,0.261754334,0.0827,earnings_beat,General,LOW,Xilinx (XLNX) Set to Report Q3 Earnings: What's in Store?
1/25/2022,36,8,0.160833333,0.260784268,0.0828,earnings_beat,General,NEUTRAL,Apple (AAPL) to Report Q1 Earnings: What's in the Offing?
1/26/2022,36,8,0.098570614,0.268900394,0.0835,earnings_beat,General,NEUTRAL,Microsoft stock climbs after hours on strong Q2 earnings
1/27/2022,54,8,0.244444444,0.292438179,0.0852,earnings_beat,iPhone,HIGH,Apple Stock Rises As iPhone Maker Beats Holiday Sales Expectations
1/28/2022,83,8,0.162689394,0.320333749,0.0872,earnings_beat,General,HIGH,"Apple (AAPL) Q1 Earnings Top Estimates, Revenues Surge Y/Y"
1/29/2022,0,0,0,0,0,0,0,0,0
1/30/2022,0,0,0,0,0,0,0,0,0
1/31/2022,43,8,0.173084886,0.271369934,0.0845,earnings_beat,General,NEUTRAL,S&amp;P 500 in Rally Mode as Tech Continues Comeback
2/1/2022,38,8,0.189323671,0.275168329,0.0849,earnings_beat,General,HIGH,Apple Stock Has More Room to Run Beyond Latest Earnings Blockbuster
2/2/2022,40,4,0.128636364,0.298563153,0.0856,ceo_statement,General,LOW,Apple CEO Sees Big Potential in the Metaverse
2/3/2022,63,8,0.12418536,0.2661677,0.0845,product_launch,iPhone,NEUTRAL,Apple Makes Progress in India as iPhone Sales Rise 34% to Record
2/4/2022,43,8,0.045663265,0.269571841,0.0806,earnings_miss,General,NEUTRAL,Column: Is this the beginning of Facebook's downfall?
2/5/2022,0,0,0,0,0,0,0,0,0
2/6/2022,0,0,0,0,0,0,0,0,0
2/7/2022,40,9.5,-0.073771645,0.264211982,0.0807,earnings_miss,Services,HIGH,Meta has 'dark days' ahead: analyst
2/8/2022,44,5,0.078125,0.332168639,0.0843,general,General,HIGH,"4 Dow Jones Stocks To Buy And Watch In February 2022: Apple Rallies, American Express Breaks Out"
2/9/2022,47,6,0.234415584,0.31289956,0.084,regulatory,General,LOW,Microsoft Lays Out New App Store Rules as It Seeks Approval of Its Activision Deal
2/10/2022,33,8,0.146315193,0.32778573,0.0851,regulatory,General,LOW,S&amp;P 500 Slips as Fed's Bullard Rate Hike Call Rattles Stocks
2/11/2022,26,5,0.129464286,0.358630627,0.0865,general,General,NEUTRAL,"This Tech Stock Could Soar 42%, and It Is a Terrific Bargain Right Now"
2/12/2022,0,0,0,0,0,0,0,0,0
2/13/2022,0,0,0,0,0,0,0,0,0
2/14/2022,27,8,0.113139688,0.317662984,0.0864,analyst_downgrade,General,HIGH,What The Rock's arms and the S&amp;P 500 all have in common: Morning Brief
2/15/2022,21,6,0.085227273,0.352668673,0.0861,product_launch,iPhone,NEUTRAL,Could Apple's Fintech Move Hurt Block and PayPal?
2/16/2022,36,7,0.032465278,0.294237435,0.0854,analyst_downgrade,General,LOW,"Tesla Not Working on $25K EV a Potential Risk, Says Bernstein"
2/17/2022,37,6,0.038666667,0.32778573,0.0855,general,General,LOW,Dow Jones Futures: Stock Market Is Minefield As Biden Sees 'Very High' Russia Risk; Roku Sells Off On Sales Miss
2/18/2022,24,6,0.014309764,0.272600204,0.0828,regulatory,General,LOW,ISS supports Apple shareholder proposal on forced labor
2/19/2022,0,0,0,0,0,0,0,0,0
2/20/2022,0,0,0,0,0,0,0,0,0
2/21/2022,0,0,0,0,0,0,0,0,0
2/22/2022,23,6,0.037516292,0.327393293,0.0856,product_launch,General,LOW,Trump's Social Media App Banks On Startup Looking to Disrupt Big Tech
2/23/2022,27,6,0.102333333,0.374964505,0.0894,general,General,HIGH,Warren Buffett’s Latest Portfolio: 10 Dividend Stock Picks
2/24/2022,27,8,0.141782801,0.259119898,0.0893,supply_chain,General,HIGH,"Chip Supplier to Apple, Intel Warns of Tight Capacity Till 2027"
2/25/2022,16,8,0,0.256493866,0.089,product_launch,iPhone,NEUTRAL,Apple Seen Unveiling Lower-Cost 5G iPhone At Upcoming Event
2/26/2022,0,0,0,0,0,0,0,0,0
2/27/2022,0,0,0,0,0,0,0,0,0
2/28/2022,29,8,0.165530303,0.256976664,0.0896,product_launch,iPhone,LOW,Apple Is Putting Fintech Competitors on Notice
3/1/2022,30,8,0.053166667,0.258097917,0.09,supply_chain,General,HIGH,The Coder Supply Chain Runs Through Ukraine
3/2/2022,46,8,0.087700535,0.268337786,0.0907,product_launch,iPhone,NEUTRAL,Apple Confirms Plans for March 8 Event; 5G iPhone SE Expected
3/3/2022,32,8,0.077272727,0.295153677,0.0926,product_launch,iPhone,LOW,"Apple to hold March 8 event, expected to bring new iPhone SE model"
3/4/2022,36,6,0.08442029,0.259385914,0.0908,supply_chain,General,LOW,"Samsung Suspends Shipments of Phones, Chips to Russia"
3/5/2022,0,0,0,0,0,0,0,0,0
3/6/2022,0,0,0,0,0,0,0,0,0
3/7/2022,42,7,0.070089286,0.27913487,0.0926,supply_chain,General,LOW,Boeing Slips on Halting Titanium Purchase from Russia
3/8/2022,67,8,0.136433782,0.296150863,0.0938,product_launch,General,HIGH,Apple Unveils 5G Versions of iPad Air and Low-End iPhone SE
3/9/2022,39,4,0.75,0.288729072,0.0932,product_launch,General,LOW,Why Apple Stock Lagged the Market Today
3/10/2022,39,8,0.142390572,0.294006348,0.094,product_launch,General,LOW,Amazon Split and Buyback Could Deliver Much-Needed Liftoff
3/11/2022,29,8,0.158322511,0.259104282,0.0916,product_launch,iPhone,LOW,Apple’s new iPhone SE: What to know
3/12/2022,0,0,0,0,0,0,0,0,0
3/13/2022,0,0,0,0,0,0,0,0,0
3/14/2022,41,8,0.024092863,0.266149759,0.0931,supply_chain,General,HIGH,Apple Falls Below Key Level After Foxconn Closes China Plant
3/15/2022,30,8,0.079841897,0.260218084,0.0863,analyst_upgrade,General,HIGH,"Snap Initiated With Buy At Deutsche Bank, Rises 7%"
3/16/2022,24,8,0.177651515,0.256995976,0.0883,analyst_downgrade,General,HIGH,"Needham Sees Netflix Losing Out To Amazon, Disney, Apple and Other Streaming Rivals"
3/17/2022,35,4,0.126420455,0.286754608,0.0872,general,General,HIGH,"Amazon, Apple, Tesla and others taking Austin by storm"
3/18/2022,24,8,0.317482517,0.272044986,0.0876,analyst_upgrade,General,HIGH,Jefferies Lists Preferred Semiconductor Capital Equipment Stocks
3/19/2022,0,0,0,0,0,0,0,0,0
3/20/2022,0,0,0,0,0,0,0,0,0
3/21/2022,24,6,0.5,0.275428712,0.0884,analyst_upgrade,General,HIGH,Apple Could Add $10 Billion of Revenue by Selling More Ads. Here’s How.
3/22/2022,25,8,0.228623188,0.293216974,0.0885,general,General,HIGH,S&amp;P 500 Takes Aggressive Fed Rate Hike Bets in Stride
3/23/2022,29,2,0.185416667,0.252393425,0.0915,ceo_statement,General,HIGH,Tim Cook Displays His Difference in Russian Invasion of Ukraine
3/24/2022,35,6,-0.01765873,0.301390082,0.0896,supply_chain,Services,NEUTRAL,UPDATE 1-Apple says resolved iMessage issues after third services outage this week
3/25/2022,36,8,0.238717532,0.29630062,0.0905,analyst_upgrade,General,HIGH,"BofA Coins New FANG Equivalent For Semiconductor Stocks, 'MANGO'"
3/26/2022,0,0,0,0,0,0,0,0,0
3/27/2022,0,0,0,0,0,0,0,0,0
3/28/2022,57,6,-0.014709596,0.259576678,0.0906,analyst_downgrade,General,HIGH,"Midday Stock Movers: Tesla, Poly, Coinbase"
3/29/2022,32,8,0.045454545,0.28795293,0.0893,general,General,LOW,1 Stock to Buy Hand Over Fist Before It Gets Too Late
3/30/2022,51,6,0.193885281,0.29794383,0.0902,general,iPhone,LOW,Apple Cuts iPhone Trade-In Prices. That Could Mean Strong Demand for the New Models.
3/31/2022,39,6,0.033487654,0.287314355,0.0898,supply_chain,General,NEUTRAL,"DWAC Drops 5% as Truth Download Data Slides, Bloomberg Reports"
4/1/2022,37,8,0.164285714,0.259384125,0.0912,analyst_downgrade,General,HIGH,"J.P. Morgan drops Apple, Qualcomm from top picks as tech demand slows"
4/2/2022,0,0,0,0,0,0,0,0,0
4/3/2022,0,0,0,0,0,0,0,0,0
4/4/2022,30,8,0.165888144,0.257181913,0.0905,earnings_beat,Services,LOW,Is Disney Stock a Buy or Sell Right Now?
4/5/2022,23,6,0.110619589,0.260322899,0.0906,product_launch,General,LOW,Apple Developer Event to Be Online-Only for Third Year in a Row
4/6/2022,27,3,0.093181818,0.296656996,0.0919,general,General,NEUTRAL,"Breakout Watch: Microsoft, Apple Among Stocks In Or Near Buy Zones But Face Market Pressure"
4/7/2022,23,8,0.174479167,0.255503953,0.0906,product_launch,General,LOW,How Apple became one of the largest companies in the world
4/8/2022,26,6,0.046311688,0.284694791,0.0967,legal,General,LOW,"BlackBerry (BB) Settles Class-action Lawsuit, to Pay $165M"
4/9/2022,0,0,0,0,0,0,0,0,0
4/10/2022,0,0,0,0,0,0,0,0,0
4/11/2022,36,8,0.127093664,0.276025027,0.0928,product_launch,General,HIGH,Apple's (AAPL) Recent Upgrades to Attract New Customers
4/12/2022,31,8,0.080695971,0.302846223,0.0952,earnings_beat,General,HIGH,Infosys (INFY) to Report Q4 Earnings: What's in the Offing?
4/13/2022,33,8,0.133225108,0.260106832,0.0958,legal,App_Store,LOW,Apple's big motive for fighting a new antitrust law
4/14/2022,31,8,0.075065876,0.312507808,0.096,product_launch,General,NEUTRAL,Semtech's (SMTC) New LoRa Edge LR1120 Strengthens Portfolio
4/15/2022,0,0,0,0,0,0,0,0,0
4/16/2022,0,0,0,0,0,0,0,0,0
4/17/2022,0,0,0,0,0,0,0,0,0
4/18/2022,24,8,-0.021164773,0.298848599,0.096,earnings_beat,General,HIGH,ASML Holding (ASML) to Post Q1 Earnings:: What's in the Cards?
4/19/2022,29,0,0.1,0.296647936,0.0942,general,General,NEUTRAL,"Got $5,000? These 3 Inconspicuous Growth Stocks Are Trading Near Their 52-Week Lows"
4/20/2022,30,6.5,0.211111111,0.250659645,0.0963,legal,General,NEUTRAL,Do You Use MetaMask With an Apple Device? Your Account May Be at Risk
4/21/2022,31,6,0.168855219,0.258982509,0.097,legal,General,LOW,PRESS DIGEST- New York Times business news - April 21
4/22/2022,36,2,0.075,0.29834938,0.0948,general,General,HIGH,What’s driving the nationwide push for labor unionization
4/23/2022,0,0,0,0,0,0,0,0,0
4/24/2022,0,0,0,0,0,0,0,0,0
4/25/2022,29,8,-0.15,0.312607765,0.0964,general,General,LOW,"Dow Jones Extends Losses; Twitter, Elon Musk Set To Strike Deal"
4/26/2022,47,8,0.12385981,0.255322725,0.1026,earnings_beat,General,NEUTRAL,SNAP Stock Could Drop in a Recession Even if it Makes Positive FCF
4/27/2022,37,6,0.122992424,0.255503297,0.1044,ceo_statement,General,HIGH,Here's why Netflix's ad-supported tier could 'force a lot of change'
4/28/2022,60,8,0.433333333,0.250469089,0.1094,analyst_upgrade,General,LOW,Baird's Power Expects Strong Quarter From Apple
4/29/2022,77,8,0.139842873,0.272834063,0.1046,earnings_beat,General,NEUTRAL,"Apple (AAPL) Q2 Earnings Top Estimates, Revenues Increase Y/Y"
4/30/2022,0,0,0,0,0,0,0,0,0
5/1/2022,0,0,0,0,0,0,0,0,0
5/2/2022,44,8,0.054345238,0.292410851,0.1096,product_launch,General,HIGH,Truth Social app to be available via web browser ‘end of May’ – CEO
5/3/2022,29,8,0,0.256905317,0.111,analyst_upgrade,General,HIGH,"With interest rates rising, it’s time to focus on MANG stocks instead of FAANG, according to Jefferies"
5/4/2022,27,8,0.1919029,0.27898553,0.1061,earnings_beat,General,LOW,Buy and Hold Intel Stock
5/5/2022,20,6,0,0.274068326,0.1031,general,General,NEUTRAL,Microsoft is using “Fortnite” to fuel its cloud gaming growth
5/6/2022,24,2,0.087065972,0.274068326,0.1033,general,General,LOW,Alphabet Stock Should Still Be on Investors’ Shopping Lists
5/7/2022,0,0,0,0,0,0,0,0,0
5/8/2022,0,0,0,0,0,0,0,0,0
5/9/2022,30,6,0.092678571,0.249486268,0.1074,product_launch,Services,HIGH,Alphabet (GOOGL) Boosts YouTube Music With Latest Effort
5/10/2022,25,6,0.131481481,0.276848167,0.1099,product_launch,General,LOW,Apple Granted EV Charging Station Patent
5/11/2022,24,8,0.09110424,0.265347034,0.1091,product_launch,General,LOW,"Google Creates Wallet App for Credit Cards, Tickets, Car Keys"
5/12/2022,48,8,0.129256854,0.256037951,0.1085,product_launch,General,HIGH,Alphabet (GOOGL) Expands Hardware Business With Latest Devices
5/13/2022,39,2,0,0.267095238,0.1014,general,General,LOW,Apple AirPods Max vs. Sony WH-1000XM5: Which Premium Headphones Deserve a Look
5/14/2022,0,0,0,0,0,0,0,0,0
5/15/2022,0,0,0,0,0,0,0,0,0
5/16/2022,19,0,0.35,0.301524997,0.1048,general,General,HIGH,10 Battered Tech Stocks Advisors Should Consider for Clients
5/17/2022,26,8,0.097354978,0.253277421,0.1039,analyst_upgrade,General,LOW,A Look at Apple’s Untapped Advertising Opportunity
5/18/2022,29,8,0.105194805,0.279435873,0.1034,general,General,LOW,"10 years after Facebook’s record-breaking IPO, a sense of déjà vu"
5/19/2022,33,8,0.173210466,0.302949578,0.1055,general,General,NEUTRAL,10 Best Stocks to Buy Now According to Billionaire Ken Fisher
5/20/2022,32,2,0.158816425,0.308241725,0.1061,general,General,HIGH,Michael Burry is Shorting Apple (AAPL) and Selling These 5 Stocks in 2022
5/21/2022,0,0,0,0,0,0,0,0,0
5/22/2022,0,0,0,0,0,0,0,0,0
5/23/2022,33,8.5,0.17335373,0.334045082,0.1119,analyst_upgrade,General,LOW,Here's Why Analysts Are Bullish On Zoom Despite Selloff
5/24/2022,30,8,0.129166667,0.340151608,0.1126,analyst_upgrade,General,NEUTRAL,BofA Lists Reasons For Its Bullishness On Apple
5/25/2022,29,4,0.202666667,0.320758909,0.1081,general,General,HIGH,"S&amp;P 500 Climbs as Tech Rallies, Retailers Rebound After Fed Minutes"
5/26/2022,44,7,-0.041666667,0.297583491,0.1068,supply_chain,iPhone,HIGH,Apple Stock Is Slipping While Rivals Are Bouncing Back. Here’s Why.
5/27/2022,24,8,0.386662698,0.272033453,0.1045,general,General,LOW,Warren Buffett says these are the very best businesses to own — 3 high-quality examples from Berkshire's portfolio
5/28/2022,0,0,0,0,0,0,0,0,0
5/29/2022,0,0,0,0,0,0,0,0,0
5/30/2022,0,0,0,0,0,0,0,0,0
5/31/2022,16,6,0,0.313246787,0.1118,analyst_upgrade,General,NEUTRAL,"Apple Stock Sees Relative Strength Upgrade, But Still Under Key Technical Benchmark"
6/1/2022,19,6,0.133610322,0.333818376,0.1138,analyst_upgrade,General,HIGH,‘It is like watching a plane crash’ — Michael Burry thinks the market has plenty of room to plunge. But he finally sees value in these 5 stocks
